09:10:01.769 INFO    thonny: Thonny version: 4.0.1
09:23:56.333 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:23:56.346 INFO    thonny.running: Reader got EOF
09:23:56.353 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_160', local_cwd='/home/cansat-stu/motor')
09:23:56.365 INFO    thonny: TIME/MODS 0.096 After Run 
09:24:43.393 INFO    thonny: TIME/MODS 47.027 Before Run 
09:24:43.449 INFO    thonny.running: Killing backend process
09:24:43.451 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:24:43.468 INFO    thonny.running: Reader got EOF
09:24:43.477 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_175', local_cwd='/home/cansat-stu/motor')
09:24:43.493 INFO    thonny: TIME/MODS 0.100 After Run 
09:25:31.017 INFO    thonny: TIME/MODS 47.525 Before Run 
09:25:31.082 INFO    thonny.running: Killing backend process
09:25:31.084 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:25:31.104 INFO    thonny.running: Reader got EOF
09:25:31.110 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_198', local_cwd='/home/cansat-stu/motor')
09:25:31.130 INFO    thonny: TIME/MODS 0.113 After Run 
09:25:54.647 INFO    thonny: TIME/MODS 23.517 Before Run 
09:25:54.708 INFO    thonny.running: Killing backend process
09:25:54.710 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:25:54.723 INFO    thonny.running: Reader got EOF
09:25:54.731 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_208', local_cwd='/home/cansat-stu/motor')
09:25:54.747 INFO    thonny: TIME/MODS 0.099 After Run 
09:27:07.091 INFO    thonny: TIME/MODS 72.344 Before Run 
09:27:07.142 INFO    thonny.running: Killing backend process
09:27:07.144 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:27:07.168 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_229', local_cwd='/home/cansat-stu/motor')
09:27:07.172 INFO    thonny.running: Reader got EOF
09:27:07.203 INFO    thonny: TIME/MODS 0.112 After Run 
09:28:46.650 INFO    thonny: TIME/MODS 99.447 Before Run 
09:28:46.713 INFO    thonny.running: Killing backend process
09:28:46.716 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:28:46.735 INFO    thonny.running: Reader got EOF
09:28:46.743 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_259', local_cwd='/home/cansat-stu/motor')
09:28:46.758 INFO    thonny: TIME/MODS 0.108 After Run 
09:30:46.382 INFO    thonny: TIME/MODS 119.624 Before Run 
09:30:46.438 INFO    thonny.running: Killing backend process
09:30:46.440 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:30:46.455 INFO    thonny.running: Reader got EOF
09:30:46.461 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_290', local_cwd='/home/cansat-stu/motor')
09:30:46.478 INFO    thonny: TIME/MODS 0.095 After Run 
09:31:44.303 INFO    thonny: TIME/MODS 57.825 Before Run 
09:31:44.367 INFO    thonny.running: Killing backend process
09:31:44.369 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:31:44.383 INFO    thonny.running: Reader got EOF
09:31:44.390 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_291', local_cwd='/home/cansat-stu/motor')
09:31:44.401 INFO    thonny: TIME/MODS 0.098 After Run 
09:33:10.311 INFO    thonny: TIME/MODS 85.910 Before Run 
09:33:10.366 INFO    thonny.running: Killing backend process
09:33:10.368 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:33:10.390 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_310', local_cwd='/home/cansat-stu/motor')
09:33:10.392 INFO    thonny.running: Reader got EOF
09:33:10.411 INFO    thonny: TIME/MODS 0.100 After Run 
09:33:58.417 INFO    thonny: TIME/MODS 48.006 Before Run 
09:33:58.461 INFO    thonny.running: Killing backend process
09:33:58.463 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:33:58.476 INFO    thonny.running: Reader got EOF
09:33:58.484 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_319', local_cwd='/home/cansat-stu/motor')
09:33:58.496 INFO    thonny: TIME/MODS 0.079 After Run 
09:34:06.387 INFO    thonny: TIME/MODS 7.891 Before Run 
09:34:06.442 INFO    thonny.running: Killing backend process
09:34:06.444 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:34:06.459 INFO    thonny.running: Reader got EOF
09:34:06.467 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_320', local_cwd='/home/cansat-stu/motor')
09:34:06.478 INFO    thonny: TIME/MODS 0.091 After Run 
09:34:29.549 INFO    thonny: TIME/MODS 23.070 Before Run 
09:34:29.607 INFO    thonny.running: Killing backend process
09:34:29.609 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:34:29.620 INFO    thonny.running: Reader got EOF
09:34:29.629 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_321', local_cwd='/home/cansat-stu/motor')
09:34:29.642 INFO    thonny: TIME/MODS 0.093 After Run 
09:34:39.477 INFO    thonny: TIME/MODS 9.835 Before Run 
09:34:39.538 INFO    thonny.running: Killing backend process
09:34:39.539 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:34:39.550 INFO    thonny.running: Reader got EOF
09:34:39.557 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_322', local_cwd='/home/cansat-stu/motor')
09:34:39.568 INFO    thonny: TIME/MODS 0.091 After Run 
09:42:57.816 INFO    thonny: TIME/MODS 498.248 Before Run 
09:42:57.877 INFO    thonny.running: Killing backend process
09:42:57.880 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:42:57.893 INFO    thonny.running: Reader got EOF
09:42:57.903 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_323', local_cwd='/home/cansat-stu/motor')
09:42:57.916 INFO    thonny: TIME/MODS 0.099 After Run 
09:50:45.492 INFO    thonny: TIME/MODS 467.577 Before Run 
09:50:45.567 INFO    thonny.running: Killing backend process
09:50:45.569 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:50:45.587 INFO    thonny.running: Reader got EOF
09:50:45.596 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_356', local_cwd='/home/cansat-stu/motor')
09:50:45.615 INFO    thonny: TIME/MODS 0.123 After Run 
09:52:22.983 INFO    thonny: TIME/MODS 97.368 Before Run 
09:52:23.028 INFO    thonny.running: Killing backend process
09:52:23.030 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:52:23.041 INFO    thonny.running: Reader got EOF
09:52:23.052 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_391', local_cwd='/home/cansat-stu/motor')
09:52:23.067 INFO    thonny: TIME/MODS 0.083 After Run 
09:54:38.644 INFO    thonny: TIME/MODS 135.577 Before Run 
09:54:38.699 INFO    thonny.running: Killing backend process
09:54:38.701 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:54:38.714 INFO    thonny.running: Reader got EOF
09:54:38.725 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_435', local_cwd='/home/cansat-stu/motor')
09:54:38.738 INFO    thonny: TIME/MODS 0.094 After Run 
09:57:02.703 INFO    thonny: TIME/MODS 143.966 Before Run 
09:57:02.762 INFO    thonny.running: Killing backend process
09:57:02.764 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:57:02.789 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_455', local_cwd='/home/cansat-stu/motor')
09:57:02.792 INFO    thonny.running: Reader got EOF
09:57:02.804 INFO    thonny: TIME/MODS 0.101 After Run 
09:59:16.033 INFO    thonny: TIME/MODS 133.228 Before Run 
09:59:16.089 INFO    thonny.running: Killing backend process
09:59:16.091 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
09:59:16.109 INFO    thonny.running: Reader got EOF
09:59:16.118 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_497', local_cwd='/home/cansat-stu/motor')
09:59:16.139 INFO    thonny: TIME/MODS 0.106 After Run 
10:01:08.291 INFO    thonny: TIME/MODS 112.152 Before Run 
10:01:08.337 INFO    thonny.running: Killing backend process
10:01:08.339 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
10:01:08.351 INFO    thonny.running: Reader got EOF
10:01:08.359 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_557', local_cwd='/home/cansat-stu/motor')
10:01:08.375 INFO    thonny: TIME/MODS 0.084 After Run 
10:05:13.059 INFO    thonny: TIME/MODS 244.684 Before Run 
10:05:13.108 INFO    thonny.running: Killing backend process
10:05:13.109 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
10:05:13.122 INFO    thonny.running: Reader got EOF
10:05:13.130 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_589', local_cwd='/home/cansat-stu/motor')
10:05:13.143 INFO    thonny: TIME/MODS 0.083 After Run 
10:06:13.782 INFO    thonny: TIME/MODS 60.639 Before Run 
10:06:13.848 INFO    thonny.running: Killing backend process
10:06:13.850 INFO    thonny.running: Starting the backend: ['/usr/bin/python3', '-u', '-B', '-m', 'thonny.plugins.cpython_backend.cp_launcher', '/home/cansat-stu/motor'] /home/cansat-stu/motor
10:06:13.867 INFO    thonny.running: Reader got EOF
10:06:13.878 INFO    thonny.running: Prepared clean state for executing ToplevelCommand(args=['motor_2.py'], args_str='motor_2.py', cmd_line='%Run motor_2.py', tty_mode=True, source=None, name='Run', argv=[], id='cmd_602', local_cwd='/home/cansat-stu/motor')
10:06:13.893 INFO    thonny: TIME/MODS 0.112 After Run 
